"Name","Start","End","Duration","Process"
"MATLAB R2022b - academic use","2023-01-09T19:56:30.0000000","2023-01-09T19:57:44.0000000","0:01:14","MATLAB"
"Facebook - Google Chrome","2023-01-09T19:57:44.0000000","2023-01-09T19:59:45.0000000","0:02:01","Google Chrome"
"MATLAB R2022b - academic use","2023-01-09T19:59:45.0000000","2023-01-09T19:59:56.0000000","0:00:11","MATLAB"
"Facebook - Google Chrome","2023-01-09T19:59:56.0000000","2023-01-09T20:02:21.0000000","0:02:25","Google Chrome"
"MATLAB R2022b - academic use","2023-01-09T20:02:21.0000000","2023-01-09T20:04:56.0000000","0:02:35","MATLAB"
"Facebook - Google Chrome","2023-01-09T20:04:56.0000000","2023-01-09T20:06:29.0000000","0:01:33","Google Chrome"
"MATLAB","2023-01-09T20:06:29.0000000","2023-01-09T20:06:36.0000000","0:00:07","System operacyjny Microsoft® Windows®"
"Facebook - Google Chrome","2023-01-09T20:06:36.0000000","2023-01-09T20:08:24.0000000","0:01:48","Google Chrome"
"Facebook - Google Chrome","2023-01-09T20:08:24.0000000","2023-01-09T20:11:05.0000000","0:02:41","Google Chrome"
"Facebook - Google Chrome","2023-01-09T20:11:05.0000000","2023-01-09T20:11:36.0000000","0:00:31","Google Chrome"
"MATLAB R2022b - academic use","2023-01-09T20:11:36.0000000","2023-01-09T20:12:11.0000000","0:00:35","MATLAB"
"Facebook - Google Chrome","2023-01-09T20:12:11.0000000","2023-01-09T20:12:26.0000000","0:00:15","Google Chrome"
"MATLAB","2023-01-09T20:12:26.0000000","2023-01-09T20:12:31.0000000","0:00:05","System operacyjny Microsoft® Windows®"
"System operacyjny Microsoft® Windows®","2023-01-09T20:18:22.0000000","2023-01-09T20:18:30.0000000","0:00:08","System operacyjny Microsoft® Windows®"
"Messenger | Facebook - Google Chrome","2023-01-09T20:18:30.0000000","2023-01-09T20:19:03.0000000","0:00:33","Google Chrome"
"Subskrypcje - YouTube - Google Chrome","2023-01-09T20:19:03.0000000","2023-01-09T20:19:08.0000000","0:00:05","Google Chrome"
"WHO DOES THIS PANTHEON THINK HE IS | NAAYIL - YouTube - Google Chrome","2023-01-09T20:19:08.0000000","2023-01-09T20:24:41.0000000","0:05:33","Google Chrome"
"Messenger | Facebook - Google Chrome","2023-01-09T20:24:41.0000000","2023-01-09T20:24:50.0000000","0:00:09","Google Chrome"
"MATLAB R2022b - academic use","2023-01-09T20:24:50.0000000","2023-01-09T20:31:06.0000000","0:06:16","MATLAB"
"Pobrane","2023-01-09T20:31:06.0000000","2023-01-09T20:31:13.0000000","0:00:07","System operacyjny Microsoft® Windows®"
"Nowa karta - Google Chrome","2023-01-09T20:31:13.0000000","2023-01-09T20:31:21.0000000","0:00:08","Google Chrome"
"Metody Numeryczne - Google Chrome","2023-01-09T20:31:21.0000000","2023-01-09T20:31:30.0000000","0:00:09","Google Chrome"
"Zapiski_numeryczne_2022-23.pdf - Google Chrome","2023-01-09T20:31:30.0000000","2023-01-09T20:31:49.0000000","0:00:19","Google Chrome"
"MATLAB R2022b - academic use","2023-01-09T20:31:49.0000000","2023-01-09T20:34:20.0000000","0:02:31","MATLAB"
"Zapiski_numeryczne_2022-23.pdf - Google Chrome","2023-01-09T20:34:20.0000000","2023-01-09T20:34:26.0000000","0:00:06","Google Chrome"
"MATLAB R2022b - academic use","2023-01-09T20:34:26.0000000","2023-01-09T20:34:31.0000000","0:00:05","MATLAB"
"Messenger | Facebook - Google Chrome","2023-01-09T20:34:31.0000000","2023-01-09T20:35:04.0000000","0:00:33","Google Chrome"
"MATLAB R2022b - academic use","2023-01-09T20:35:04.0000000","2023-01-09T20:38:52.0000000","0:03:48","MATLAB"
"Messenger | Facebook - Google Chrome","2023-01-09T20:38:52.0000000","2023-01-09T20:39:00.0000000","0:00:08","Google Chrome"
"Pobrane","2023-01-09T20:39:00.0000000","2023-01-09T20:39:05.0000000","0:00:05","System operacyjny Microsoft® Windows®"
"MATLAB","2023-01-09T20:39:05.0000000","2023-01-09T20:39:11.0000000","0:00:06","System operacyjny Microsoft® Windows®"
"Messenger | Facebook - Google Chrome","2023-01-09T20:39:11.0000000","2023-01-09T20:39:57.0000000","0:00:46","Google Chrome"
"MATLAB R2022b - academic use","2023-01-09T20:39:57.0000000","2023-01-09T20:40:02.0000000","0:00:05","MATLAB"
"Messenger | Facebook - Google Chrome","2023-01-09T20:40:02.0000000","2023-01-09T20:42:19.0000000","0:02:17","Google Chrome"
"MATLAB R2022b - academic use","2023-01-09T20:42:19.0000000","2023-01-09T20:43:16.0000000","0:00:57","MATLAB"
"Messenger | Facebook - Google Chrome","2023-01-09T20:43:16.0000000","2023-01-09T20:44:02.0000000","0:00:46","Google Chrome"
"MATLAB","2023-01-09T20:44:02.0000000","2023-01-09T20:44:08.0000000","0:00:06","System operacyjny Microsoft® Windows®"
"MATLAB R2022b - academic use","2023-01-09T20:44:08.0000000","2023-01-09T20:46:18.0000000","0:02:10","MATLAB"
"Messenger | Facebook - Google Chrome","2023-01-09T20:46:18.0000000","2023-01-09T20:47:09.0000000","0:00:51","Google Chrome"
"Facebook - Google Chrome","2023-01-09T20:47:09.0000000","2023-01-09T20:47:45.0000000","0:00:36","Google Chrome"
"Messenger | Facebook - Google Chrome","2023-01-09T20:47:45.0000000","2023-01-09T20:48:06.0000000","0:00:21","Google Chrome"
"Facebook - Google Chrome","2023-01-09T20:48:06.0000000","2023-01-09T20:48:15.0000000","0:00:09","Google Chrome"
"MATLAB R2022b - academic use","2023-01-09T20:48:15.0000000","2023-01-09T20:48:44.0000000","0:00:29","MATLAB"
"Messenger | Facebook - Google Chrome","2023-01-09T20:48:44.0000000","2023-01-09T20:50:35.0000000","0:01:51","Google Chrome"
"MATLAB R2022b - academic use","2023-01-09T20:50:35.0000000","2023-01-09T20:51:35.0000000","0:01:00","MATLAB"
"Messenger | Facebook - Google Chrome","2023-01-09T20:51:35.0000000","2023-01-09T20:52:05.0000000","0:00:30","Google Chrome"
"Messenger | Facebook - Google Chrome","2023-01-09T20:52:05.0000000","2023-01-09T20:53:05.0000000","0:01:00","Google Chrome"
"Messenger | Facebook - Google Chrome","2023-01-09T20:53:05.0000000","2023-01-09T20:53:23.0000000","0:00:18","Google Chrome"
"Messenger | Facebook - Google Chrome","2023-01-09T20:53:23.0000000","2023-01-09T20:53:35.0000000","0:00:12","Google Chrome"
"Messenger | Facebook - Google Chrome","2023-01-09T20:53:35.0000000","2023-01-09T20:54:35.0000000","0:01:00","Google Chrome"
"Messenger | Facebook - Google Chrome","2023-01-09T20:54:35.0000000","2023-01-09T20:54:41.0000000","0:00:06","Google Chrome"
"Messenger | Facebook - Google Chrome","2023-01-09T20:54:41.0000000","2023-01-09T20:55:06.0000000","0:00:25","Google Chrome"
"Facebook - Google Chrome","2023-01-09T20:55:06.0000000","2023-01-09T20:55:16.0000000","0:00:10","Google Chrome"
"Messenger | Facebook - Google Chrome","2023-01-09T20:55:16.0000000","2023-01-09T21:00:04.0000000","0:04:48","Google Chrome"
"MATLAB R2022b - academic use","2023-01-09T21:00:04.0000000","2023-01-09T21:01:19.0000000","0:01:15","MATLAB"
"Messenger | Facebook - Google Chrome","2023-01-09T21:01:19.0000000","2023-01-09T21:01:25.0000000","0:00:06","Google Chrome"
"Messenger | Facebook - Google Chrome","2023-01-09T21:01:25.0000000","2023-01-09T21:01:34.0000000","0:00:09","Google Chrome"
"MATLAB R2022b - academic use","2023-01-09T21:01:34.0000000","2023-01-09T21:02:16.0000000","0:00:42","MATLAB"
"Messenger | Facebook - Google Chrome","2023-01-09T21:02:16.0000000","2023-01-09T21:03:24.0000000","0:01:08","Google Chrome"
"Zapiski_numeryczne_2022-23.pdf - Google Chrome","2023-01-09T21:03:24.0000000","2023-01-09T21:03:29.0000000","0:00:05","Google Chrome"
"Messenger | Facebook - Google Chrome","2023-01-09T21:03:29.0000000","2023-01-09T21:03:53.0000000","0:00:24","Google Chrome"
"How to schedule a CRON job to run a script on Ubuntu 20.4.1 - YouTube - Google Chrome","2023-01-09T21:03:53.0000000","2023-01-09T21:04:00.0000000","0:00:07","Google Chrome"
"How to schedule a CRON job to run a script on Ubuntu 20.4.1 - YouTube - Google Chrome","2023-01-09T21:04:00.0000000","2023-01-09T21:04:08.0000000","0:00:08","Google Chrome"
"Messenger | Facebook - Google Chrome","2023-01-09T21:04:08.0000000","2023-01-09T21:04:19.0000000","0:00:11","Google Chrome"
"How to schedule a CRON job to run a script on Ubuntu 20.4.1 - YouTube - Google Chrome","2023-01-09T21:04:19.0000000","2023-01-09T21:04:59.0000000","0:00:40","Google Chrome"
"Messenger | Facebook - Google Chrome","2023-01-09T21:04:59.0000000","2023-01-09T21:05:11.0000000","0:00:12","Google Chrome"
"How to schedule a CRON job to run a script on Ubuntu 20.4.1 - YouTube - Google Chrome","2023-01-09T21:05:11.0000000","2023-01-09T21:05:23.0000000","0:00:12","Google Chrome"
"Messenger | Facebook - Google Chrome","2023-01-09T21:05:23.0000000","2023-01-09T21:06:06.0000000","0:00:43","Google Chrome"
"Odebrane (2 388) - michal.iwicki00@gmail.com - Gmail - Google Chrome","2023-01-09T21:06:06.0000000","2023-01-09T21:06:11.0000000","0:00:05","Google Chrome"
"Messenger | Facebook - Google Chrome","2023-01-09T21:06:11.0000000","2023-01-09T21:06:23.0000000","0:00:12","Google Chrome"
"Messenger | Facebook - Google Chrome","2023-01-09T21:06:23.0000000","2023-01-09T21:12:19.0000000","0:05:56","Google Chrome"
"*Bez tytułu — Notatnik","2023-01-09T21:12:19.0000000","2023-01-09T21:12:28.0000000","0:00:09","Notepad"
"Facebook - Google Chrome","2023-01-09T21:12:28.0000000","2023-01-09T21:13:11.0000000","0:00:43","Google Chrome"
"Messenger | Facebook - Google Chrome","2023-01-09T21:13:11.0000000","2023-01-09T21:13:26.0000000","0:00:15","Google Chrome"
"Facebook - Google Chrome","2023-01-09T21:13:26.0000000","2023-01-09T21:13:45.0000000","0:00:19","Google Chrome"
"Messenger | Facebook - Google Chrome","2023-01-09T21:13:45.0000000","2023-01-09T21:13:51.0000000","0:00:06","Google Chrome"
"Messenger | Facebook - Google Chrome","2023-01-09T21:13:51.0000000","2023-01-09T21:14:00.0000000","0:00:09","Google Chrome"
"Facebook - Google Chrome","2023-01-09T21:14:00.0000000","2023-01-09T21:14:15.0000000","0:00:15","Google Chrome"
"MATLAB R2022b - academic use","2023-01-09T21:14:15.0000000","2023-01-09T21:16:56.0000000","0:02:41","MATLAB"
"Messenger | Facebook - Google Chrome","2023-01-09T21:16:56.0000000","2023-01-09T21:17:05.0000000","0:00:09","Google Chrome"
"Messenger | Facebook - Google Chrome","2023-01-09T21:17:05.0000000","2023-01-09T21:17:22.0000000","0:00:17","Google Chrome"
"Facebook - Google Chrome","2023-01-09T21:17:22.0000000","2023-01-09T21:18:10.0000000","0:00:48","Google Chrome"
"Facebook - Google Chrome","2023-01-09T21:18:10.0000000","2023-01-09T21:18:48.0000000","0:00:38","Google Chrome"
"Messenger | Facebook - Google Chrome","2023-01-09T21:18:48.0000000","2023-01-09T21:19:13.0000000","0:00:25","Google Chrome"
"MATLAB R2022b - academic use","2023-01-09T21:19:13.0000000","2023-01-09T21:19:29.0000000","0:00:16","MATLAB"
"System operacyjny Microsoft® Windows®","2023-01-09T21:19:29.0000000","2023-01-09T21:19:34.0000000","0:00:05","System operacyjny Microsoft® Windows®"
"Messenger | Facebook - Google Chrome","2023-01-09T21:19:34.0000000","2023-01-09T21:19:43.0000000","0:00:09","Google Chrome"
"https://www.youtube.com/feed/subscriptions - Google Chrome","2023-01-09T21:19:43.0000000","2023-01-09T21:19:48.0000000","0:00:05","Google Chrome"
"System operacyjny Microsoft® Windows®","2023-01-09T21:19:48.0000000","2023-01-09T21:19:56.0000000","0:00:08","System operacyjny Microsoft® Windows®"
"Nowa karta - Google Chrome","2023-01-09T21:19:56.0000000","2023-01-09T21:20:02.0000000","0:00:06","Google Chrome"
"serwis it - Szukaj w Google - Google Chrome","2023-01-09T21:20:02.0000000","2023-01-09T21:20:08.0000000","0:00:06","Google Chrome"
"serwis it - Szukaj w Google - Google Chrome","2023-01-09T21:20:08.0000000","2023-01-09T21:20:14.0000000","0:00:06","Google Chrome"
"serwis it - Szukaj w Google - Google Chrome","2023-01-09T21:20:14.0000000","2023-01-09T21:20:20.0000000","0:00:06","Google Chrome"
"serwis it - Szukaj w Google - Google Chrome","2023-01-09T21:20:20.0000000","2023-01-09T21:20:35.0000000","0:00:15","Google Chrome"
"sourceit - Szukaj w Google - Google Chrome","2023-01-09T21:20:35.0000000","2023-01-09T21:20:40.0000000","0:00:05","Google Chrome"
"Home - SourceIT - Google Chrome","2023-01-09T21:20:40.0000000","2023-01-09T21:20:48.0000000","0:00:08","Google Chrome"
"sourceit - Szukaj w Google - Google Chrome","2023-01-09T21:20:48.0000000","2023-01-09T21:20:56.0000000","0:00:08","Google Chrome"
"sourceit warszawa - Szukaj w Google - Google Chrome","2023-01-09T21:20:56.0000000","2023-01-09T21:21:21.0000000","0:00:25","Google Chrome"
"ᐅ Godziny otwarcia „SOURCE-IT“ | Jasielska 38/42 w Warszawa - Google Chrome","2023-01-09T21:21:21.0000000","2023-01-09T21:21:30.0000000","0:00:09","Google Chrome"
"KONTAKT - SOURCEIT SOURCEIT - Google Chrome","2023-01-09T21:21:30.0000000","2023-01-09T21:21:55.0000000","0:00:25","Google Chrome"
"Czyszczenie komputera i laptopa 100% zadowolenia SOURCEIT - Google Chrome","2023-01-09T21:21:55.0000000","2023-01-09T21:22:04.0000000","0:00:09","Google Chrome"
"Serwis komputerów, pomoc informatyczna-SOURCEIT SOURCEIT - Google Chrome","2023-01-09T21:22:04.0000000","2023-01-09T21:22:10.0000000","0:00:06","Google Chrome"
"ᐅ Godziny otwarcia „SOURCE-IT“ | Jasielska 38/42 w Warszawa - Google Chrome","2023-01-09T21:22:10.0000000","2023-01-09T21:22:27.0000000","0:00:17","Google Chrome"
"Odebrane (2 388) - michal.iwicki00@gmail.com - Gmail - Google Chrome","2023-01-09T21:22:27.0000000","2023-01-09T21:22:33.0000000","0:00:06","Google Chrome"
"Odebrane (2 388) - michal.iwicki00@gmail.com - Gmail - Google Chrome","2023-01-09T21:22:33.0000000","2023-01-09T21:23:35.0000000","0:01:02","Google Chrome"
"Lenovo Vantage","2023-01-09T21:23:35.0000000","2023-01-09T21:23:40.0000000","0:00:05","Application Frame Host"
"Lenovo Vantage","2023-01-09T21:23:40.0000000","2023-01-09T21:24:46.0000000","0:01:06","Lenovo Vantage"
"Odebrane (2 388) - michal.iwicki00@gmail.com - Gmail - Google Chrome","2023-01-09T21:24:46.0000000","2023-01-09T21:25:16.0000000","0:00:30","Google Chrome"
"Start","2023-01-09T21:25:16.0000000","2023-01-09T21:25:17.0000000","0:00:01","Windows Start Experience Host"
"Odebrane (2 388) - michal.iwicki00@gmail.com - Gmail - Google Chrome","2023-01-09T21:27:05.0000000","2023-01-09T21:27:10.0000000","0:00:05","Google Chrome"
"System operacyjny Microsoft® Windows®","2023-01-09T21:27:10.0000000","2023-01-09T21:27:16.0000000","0:00:06","System operacyjny Microsoft® Windows®"
"Microsoft Teams","2023-01-09T21:27:16.0000000","2023-01-09T21:27:21.0000000","0:00:05","Microsoft Teams"
"Ogólny (Język angielski - poziom C1 - część A - lektorat tematyczny (CWI, gr. nr 22) - 2022Z) | Microsoft Teams","2023-01-09T21:27:21.0000000","2023-01-09T21:27:29.0000000","0:00:08","Microsoft Teams"
"Nowa karta - Google Chrome","2023-01-09T21:27:29.0000000","2023-01-09T21:27:35.0000000","0:00:06","Google Chrome"
"System operacyjny Microsoft® Windows®","2023-01-09T21:27:35.0000000","2023-01-09T21:28:04.0000000","0:00:29","System operacyjny Microsoft® Windows®"
"Intel® Driver & Support Assistant - Google Chrome","2023-01-09T21:28:04.0000000","2023-01-09T21:28:55.0000000","0:00:51","Google Chrome"
"Intel® PROSet/Wireless Software","2023-01-09T21:28:55.0000000","2023-01-09T21:29:00.0000000","0:00:05","Intel(R) Wireless Bluetooth(R)"
"Instalator programu Intel(R) Wireless Bluetooth(R)","2023-01-09T21:29:00.0000000","2023-01-09T21:30:27.0000000","0:01:27","Windows Installer - Unicode"
"Intel® Driver & Support Assistant - Google Chrome","2023-01-09T21:30:27.0000000","2023-01-09T21:30:32.0000000","0:00:05","Google Chrome"
"Instalator oprogramowania Intel®","2023-01-09T21:30:32.0000000","2023-01-09T21:32:53.0000000","0:02:21","Intel® Software Installer"
"Intel® Software Installer","2023-01-09T21:32:53.0000000","2023-01-09T21:33:10.0000000","0:00:17","Intel® Software Installer"
"Instalator oprogramowania Intel®","2023-01-09T21:33:10.0000000","2023-01-09T21:33:18.0000000","0:00:08","Intel® Software Installer"
"System operacyjny Microsoft® Windows®","2023-01-09T21:33:18.0000000","2023-01-09T21:33:22.0000000","0:00:04","System operacyjny Microsoft® Windows®"
"System operacyjny Microsoft® Windows®","2023-01-10T10:32:05.0000000","2023-01-10T10:32:10.0000000","0:00:05","System operacyjny Microsoft® Windows®"
"instaKod - Google Chrome","2023-01-10T10:32:10.0000000","2023-01-10T10:32:17.0000000","0:00:07","Google Chrome"
"instadb.com - Google Chrome","2023-01-10T10:32:17.0000000","2023-01-10T10:32:22.0000000","0:00:05","Google Chrome"
"instadb.com - praca : Nowy - Google Chrome","2023-01-10T10:32:22.0000000","2023-01-10T10:32:31.0000000","0:00:09","Google Chrome"
"instadb.com - praca : Edycja rekordu - Google Chrome","2023-01-10T10:32:31.0000000","2023-01-10T10:32:44.0000000","0:00:13","Google Chrome"
"instaKod - Google Chrome","2023-01-10T10:32:44.0000000","2023-01-10T10:32:53.0000000","0:00:09","Google Chrome"
"instaKod - Google Chrome","2023-01-10T10:32:53.0000000","2023-01-10T10:32:59.0000000","0:00:06","Google Chrome"
"instaKod - Google Chrome","2023-01-10T10:32:59.0000000","2023-01-10T10:35:07.0000000","0:02:08","Google Chrome"
"instadb.com - Zaloguj - Google Chrome","2023-01-10T10:35:07.0000000","2023-01-10T10:35:13.0000000","0:00:06","Google Chrome"
"instaKod - Google Chrome","2023-01-10T10:35:13.0000000","2023-01-10T10:35:22.0000000","0:00:09","Google Chrome"
"instadb.com - Strona główna - Google Chrome","2023-01-10T10:35:22.0000000","2023-01-10T10:35:31.0000000","0:00:09","Google Chrome"
"instaKod - Google Chrome","2023-01-10T10:35:31.0000000","2023-01-10T10:35:41.0000000","0:00:10","Google Chrome"
"instaKod - Google Chrome","2023-01-10T10:35:41.0000000","2023-01-10T10:36:59.0000000","0:01:18","Google Chrome"
"instadb.com - Dziennik zajęć - pełny - Google Chrome","2023-01-10T10:36:59.0000000","2023-01-10T10:37:08.0000000","0:00:09","Google Chrome"
"instadb.com - Edytowalne karty pracy - Google Chrome","2023-01-10T10:37:08.0000000","2023-01-10T10:37:22.0000000","0:00:14","Google Chrome"
"KP_5a(3)  -  widok chroniony - Word","2023-01-10T10:37:22.0000000","2023-01-10T10:37:27.0000000","0:00:05","Microsoft Word"
"Pobrane","2023-01-10T10:37:27.0000000","2023-01-10T10:37:33.0000000","0:00:06","System operacyjny Microsoft® Windows®"
"instadb.com - Edytowalne karty pracy - Google Chrome","2023-01-10T10:37:33.0000000","2023-01-10T10:37:51.0000000","0:00:18","Google Chrome"
"instadb.com - Dziennik zajęć - pełny - Google Chrome","2023-01-10T10:37:51.0000000","2023-01-10T10:38:09.0000000","0:00:18","Google Chrome"
"instadb.com - Dziennik zajęć - pełny - Google Chrome","2023-01-10T10:38:09.0000000","2023-01-10T10:39:26.0000000","0:01:17","Google Chrome"
"instadb.com - Dziennik zajęć - pełny - Google Chrome","2023-01-10T10:39:26.0000000","2023-01-10T10:39:32.0000000","0:00:06","Google Chrome"
"instadb.com - Dziennik zajęć - pełny - Google Chrome","2023-01-10T10:39:32.0000000","2023-01-10T10:39:39.0000000","0:00:07","Google Chrome"
